CO_MUNICIPIO;doc_bas;doc_fund_ai;doc_fund_af;doc_med;doc_vinculo_contrat;pct_contratados;Anos Finais;Anos Iniciais;Ensino Médio
4110201;226;52;84;80;110;48.7;5.9;6.5;5.3
4110300;78;14;21;17;40;51.3;6.2;7;5.6
4110409;66;19;23;22;19;28.8;6.3;7.9;5.4
4110508;208;76;63;79;74;35.6;5.7;7.4;5.2
4110607;215;44;91;69;104;48.4;5.8;6.3;4.9
4110656;52;14;18;17;18;34.6;5.6;6.8;
4110706;976;212;286;338;398;40.8;6.1;7.5;5.4
4110805;194;39;61;52;116;59.8;5.9;6.5;5.1
4110904;81;28;27;30;3;3.7;5.1;5.4;4.9
4110953;250;81;56;55;99;39.6;6.2;7.4;5.6
4111001;118;37;36;29;24;20.3;5.9;6.1;4.2
4111100;89;22;23;19;38;42.7;5.3;7.6;5.1
4111209;194;57;51;35;57;29.4;6.6;7.6;4.9
4111258;429;159;141;107;128;29.8;5.8;6.2;4.5
4111308;57;13;14;18;22;38.6;5.7;7.9;4
4111407;217;66;84;63;84;38.7;5.9;7.4;5.2
4111506;662;167;167;231;210;31.7;6;7.2;5
4111555;139;32;44;51;75;54;6.3;7;4.7
4111605;42;11;18;20;14;33.3;6;7.5;5.4
4111704;89;25;30;31;25;28.1;6.4;7.5;5.2
4111803;790;139;185;230;223;28.2;5.5;5.7;4.7
4111902;155;36;31;35;58;37.4;5.4;6;4.5
4112009;439;112;157;178;135;30.8;5.9;7;4.9
4112108;322;88;111;90;88;27.3;5.9;7.2;5.4
4112207;88;18;32;21;42;47.7;6.6;8.5;4.9
4112306;76;20;27;30;21;27.6;5.6;7;4.7
4112405;114;34;37;24;47;41.2;5.9;8.3;5.2
4112504;250;56;106;116;92;36.8;5.4;6.8;4.9
4112603;40;10;15;17;18;45;6.1;6.7;4.7
4112702;193;69;58;53;60;31.1;5.2;6.4;4.7
4112751;134;28;44;53;34;25.4;5.6;6.5;5.1
4112801;234;76;68;49;61;26.1;6.9;8;6.4
4112900;56;13;12;18;22;39.3;5.9;6.2;4.9
4112959;142;35;52;46;77;54.2;6;7.3;5.1
4113007;93;25;26;29;28;30.1;6;7.3;5.5
4113106;117;29;44;37;44;37.6;6.2;7.9;5.5
4113205;678;183;234;273;203;29.9;5.4;6.9;4.8
4113254;128;30;52;56;57;44.5;5.8;5.6;4.9
4113304;719;185;206;232;185;25.7;6.3;7.2;5.8
4113403;117;22;38;25;38;32.5;5.9;7.8;4.5
4113429;93;25;29;25;45;48.4;6.1;7.2;4.9
4113452;138;32;48;51;97;70.3;5.6;6.7;4.9
4113502;318;76;105;89;80;25.2;5.3;7.6;4.8
4113601;88;26;19;17;39;44.3;6.3;7.7;5.3
4113700;6136;1751;1963;2025;2003;32.6;5.8;7;5.2
4113734;79;29;22;21;17;21.5;5.6;6.5;4.8
4113759;81;24;37;25;22;27.2;5.3;6.5;4.7
4113809;79;24;18;25;15;19;5.1;7.1;4.6
4113908;203;69;65;60;48;23.6;6.4;7.5;5.3
4114005;179;55;58;63;56;31.3;5.5;7;4.8
4114104;314;92;98;69;126;40.1;5.3;6.9;4.9
4114203;437;157;106;107;181;41.4;5.3;8.1;4.8
4114302;388;108;124;118;228;58.8;5.7;6.5;4.9
4114351;62;20;25;13;20;32.3;;7.1;5.3
4114401;322;98;119;109;175;54.3;6.3;7.3;5.2
4114500;292;67;89;77;124;42.5;6.2;7.1;5.7
4114609;1000;253;280;221;275;27.5;6.2;7;5.4
4114708;100;27;32;36;36;36;5.9;6;4.9
4114807;494;155;153;125;175;35.4;5.4;7.3;5
4114906;136;38;49;52;44;32.4;6.1;6.3;5.1
4115002;100;33;25;23;21;21;5.2;7.2;4.9
4115101;138;34;31;37;35;25.4;5.1;5.9;4.7
4115200;4210;1157;1050;991;650;15.4;5.9;7.4;5.2
4115309;96;35;30;30;22;22.9;6;7.3;5.1
4115358;107;32;42;36;36;33.6;5.8;6.6;5.5
4115408;236;74;75;74;72;30.5;6;7.5;5.1
4115457;82;23;34;24;47;57.3;5.8;8.1;5.2
4115507;63;17;23;22;22;34.9;5.9;6.7;4.7
4115606;308;91;84;97;71;23.1;5.6;7.4;4.9
4115705;586;152;185;161;114;19.5;5.5;6.5;5
4115739;68;19;30;35;22;32.4;5.4;7.4;5
4115754;154;60;50;44;47;30.5;6.3;6.5;4.8
4115804;804;252;215;267;215;26.7;6.4;7.5;5.4
4115853;109;32;34;22;41;37.6;6.1;8.6;5.4
4115903;51;15;17;12;21;41.2;5.2;7.8;4.7
4116000;39;13;14;16;11;28.2;6.2;6.7;5.2
4116059;233;49;101;65;110;47.2;5.8;8.4;5.3
4116109;174;47;47;35;75;43.1;5.5;7.2;4.8
4116208;259;93;87;79;114;44;5.1;6.1;4.8
4116307;68;19;21;21;13;19.1;5.5;7.6;5.2
4116406;62;19;21;18;16;25.8;4.6;7;4.2
4116505;27;7;9;11;20;74.1;7.3;6.7;
4116604;50;12;18;21;28;56;5.4;6.7;4.9
4116703;224;60;53;58;67;29.9;5.6;7.7;4.9
4116802;138;36;37;50;45;32.6;6.3;7.3;5.3
4116901;303;95;104;54;93;30.7;5.9;7.2;5.3
4116950;131;31;67;25;35;26.7;6.2;6.8;5.2
4117008;128;39;30;18;29;22.7;5.3;8.1;4.7
4117057;335;114;142;113;179;53.4;6.6;7.3;4.9
4117107;194;50;56;62;60;30.9;5.8;7.7;4.9
4117206;77;16;18;29;28;36.4;5.4;7.5;5.3
4117214;107;44;27;28;32;29.9;5.3;7;4.2
4117222;156;62;48;26;60;38.5;5.9;6.9;5.1
4117255;166;42;55;33;72;43.4;6.2;7.3;5.1
4117271;184;38;88;72;88;47.8;5.5;6.8;4.8
4117297;50;14;16;18;20;40;6.4;8.3;6.3
4117305;501;130;181;200;321;64.1;5.6;6.3;4.9
4117404;49;12;21;17;21;42.9;6.2;7.1;4.6
4117453;87;36;28;23;10;11.5;5.8;7.3;4.8
4117503;648;172;185;180;319;49.2;5.8;6.7;4.8
4117602;732;194;255;275;268;36.6;5.6;6.2;4.9
4117701;578;177;180;184;176;30.4;5.9;6.6;5.1
4117800;309;78;114;96;116;37.5;6;7.1;5.3
4117909;550;154;168;155;224;40.7;6.3;7;5.5
4118006;148;52;40;38;19;12.8;5.4;7.2;4.7
4118105;145;43;28;32;48;33.1;5.2;6.8;4.6
4118204;2280;655;665;681;609;26.7;5.2;5.8;4.9
4118303;53;13;20;15;25;47.2;6;6.6;5.5
4118402;1348;438;334;355;439;32.6;6.1;8.2;5.1
4118451;164;41;24;24;44;26.8;5.9;7.6;5.4
4118501;1423;392;419;406;324;22.8;6.3;7.2;5.5
4118600;126;49;37;37;45;35.7;6.1;6.5;5
4118709;103;38;33;34;37;35.9;5.9;6.6;4.9
4118808;174;57;55;58;72;41.4;5.9;7.5;5.4
4118857;118;37;29;26;37;31.4;5.9;7;4.6
4118907;176;40;59;50;82;46.6;6.4;7;5.6
4119004;141;41;50;40;44;31.2;6.2;7.5;5
4119103;232;66;67;73;81;34.9;5.9;7.2;5
4119152;1794;511;476;552;430;24;5.6;6.4;5.2
4119202;146;46;27;48;80;54.8;6.2;7.1;5
4119251;48;17;19;17;16;33.3;6;7;4.4
4119301;550;185;178;192;178;32.4;5.4;6.6;4.9
4119400;303;89;118;87;102;33.7;5.8;6.8;5
4119509;1411;357;402;410;485;34.4;5.2;5.9;4.8
4119608;821;170;226;273;417;50.8;5.8;6.9;5.3
4119657;66;13;18;20;29;43.9;5.5;7.6;4.9
4119707;62;21;23;20;20;32.3;6.1;6.4;5.2
4119806;250;81;90;51;145;58;6.3;7.7;5.1
4119905;4329;1105;1359;1306;1212;28;5.6;6.9;4.8
4119954;526;155;153;148;104;19.8;5.9;6.4;5.2
4120002;200;37;63;69;84;42;5.7;6.3;5.1
4120101;67;23;31;22;19;28.4;6;7;5.2
4120150;76;12;40;30;41;53.9;6.2;7.4;5.1
4120200;81;22;19;21;25;30.9;6.2;7.4;4.9
4120309;74;30;25;15;18;24.3;6;7.5;5.2
4120333;58;18;25;22;21;36.2;5.7;7;4.8
4120358;152;34;56;38;54;35.5;5.7;6.7;4.8
4120408;66;20;24;18;38;57.6;5.5;7.3;4.6
4120507;157;37;39;34;30;19.1;5.4;7.2;4.4
4120606;905;222;318;288;236;26.1;6;7.2;5
4120655;96;29;32;24;25;26;4.7;6.8;
4120705;111;34;22;36;42;37.8;6.2;7.8;5.5
4120804;329;116;81;100;146;44.4;5.8;6.7;5
4120853;114;31;17;23;20;17.5;6.2;7.8;5.4
4120903;689;183;242;282;261;37.9;6.4;7.2;5.4
4121000;167;47;65;57;80;47.9;5.1;6.1;5.1
4121109;70;22;23;23;15;21.4;5.6;7.1;5.1
4121208;313;98;122;105;111;35.5;5.5;7.3;5
4121257;64;19;20;22;32;50;5.3;6.8;4.8
4121307;57;17;16;15;14;24.6;5.1;6.8;5.1
4121356;48;11;15;17;37;77.1;;6.8;
4121406;327;118;105;105;119;36.4;6;7.9;5.3
4121505;251;75;76;84;68;27.1;5.6;7.2;5.2
4121604;97;33;20;24;20;20.6;6;6.8;4.8
4121703;404;97;164;148;155;38.4;5.4;6.9;4.9
4121752;131;48;46;41;73;55.7;5.8;7.2;5.3
4121802;220;80;83;61;79;35.9;6.5;6.6;5.2
4121901;255;73;86;77;100;39.2;6.2;7.4;5.4
4122008;237;61;92;76;99;41.8;6;7.6;5
4122107;50;14;16;16;15;30;6.5;8;5.4
4122156;315;86;134;149;146;46.3;6.3;7.6;5.2
4122172;98;26;38;38;31;31.6;5.8;6.5;4.9
4122206;546;152;220;202;252;46.2;5.8;6.6;5
4122305;516;138;163;151;220;42.6;6.6;7.7;5.3
4122404;726;271;235;213;383;52.8;5.7;6.9;5.1
4122503;173;42;68;61;71;41;5.8;7.3;5
4122602;129;32;27;37;40;31;6.3;7.1;5.1
4122651;142;20;62;68;63;44.4;6;7.2;5.3
4122701;164;60;43;36;42;25.6;6;7.7;5
4122800;75;16;23;15;15;20;6.2;7.3;5.2
4122909;76;23;22;16;13;17.1;5.2;6.8;5
4123006;246;55;110;40;94;38.2;6.3;8;5
4123105;103;36;28;19;39;37.9;6.2;6.6;4.6
4123204;53;15;18;19;20;37.7;4.7;6.3;4.6
4123303;162;42;61;62;67;41.4;5.7;7.6;5.1
4123402;143;36;36;26;42;29.4;6;7.2;4.6
4123501;494;134;114;90;206;41.7;6.4;7.5;5.5
4123600;38;9;9;11;20;52.6;;7.2;5.4
4123709;168;37;60;58;62;36.9;5.9;7.4;4.8
4123808;240;63;85;42;79;32.9;5.6;6.9;4.9
4123824;71;18;28;21;29;40.8;5.5;6.7;4.7
4123857;219;43;101;98;102;46.6;5.9;6.1;5.1
4123907;174;42;59;82;66;37.9;5.4;6.9;4.7
4123956;62;18;21;21;39;62.9;4.5;6.2;4.7
4124004;90;26;20;19;24;26.7;5.7;6.8;4.8
4124020;211;73;62;58;80;37.9;5.6;6.5;4.9
4124053;377;116;110;106;88;23.3;5.8;7.8;5
4124103;689;170;209;212;161;23.4;6.4;6.8;5.2
4124202;45;13;13;13;14;31.1;6.4;7.1;
4124301;59;14;18;15;29;49.2;5.5;6.7;4.3
4124400;441;114;176;95;211;47.8;5.6;6.6;4.9
4124509;113;26;26;19;73;64.6;5.7;7.4;4.8
4124608;95;32;18;26;17;17.9;5.4;6.1;4.3
4124707;276;75;112;110;131;47.5;5.1;6.8;4.8
4124806;233;81;73;50;66;28.3;5.9;7.8;5.4
4124905;83;23;27;26;34;41;5.9;7.8;5
4125001;229;55;87;77;104;45.4;6;6.9;4.6
4125100;195;51;80;84;81;41.5;5.8;6.8;4.6
4125209;222;51;78;57;66;29.7;6.2;7.4;5.1
4125308;66;19;24;25;25;37.9;6.1;7.9;5.1
4125357;94;27;23;26;38;40.4;6.6;7;4.9
4125407;81;24;18;26;40;49.4;6.6;7.8;5.6
4125456;67;17;21;16;13;19.4;6.3;6.8;5.6
4125506;3688;1308;1054;1135;1082;29.3;5.5;6.3;4.9
4125555;52;14;17;14;10;19.2;6.8;8.6;4.8
4125605;789;219;196;283;299;37.9;5.8;7.3;5.1
4125704;539;147;172;166;309;57.3;6.5;6.6;5.7
4125753;111;33;44;32;49;44.1;5.6;6.2;4.8
4125803;179;37;71;74;92;51.4;6.3;7.1;5.3
4125902;72;17;28;21;42;58.3;5;6.7;
4126009;143;43;47;47;53;37.1;5.9;7.1;5
4126108;93;20;38;24;39;41.9;6.4;7.4;5.1
4126207;164;44;53;69;81;49.4;6.4;7.2;5.5
4126256;1194;378;317;306;255;21.4;5.7;6.3;4.8
4126272;102;35;24;26;24;23.5;6.1;7.2;5.6
4126306;254;79;97;107;104;40.9;6.2;7.6;5.1
4126355;86;22;39;32;34;39.5;6.1;9.1;5.1
4126405;164;42;34;34;45;27.4;6.5;8;5.3
4126504;156;59;54;56;47;30.1;5.9;6.6;5.2
4126603;449;141;126;114;168;37.4;6.3;7.4;5.3
4126652;45;13;17;17;14;31.1;6.1;7.1;5.7
4126678;164;71;56;45;78;47.6;5.5;5.8;5.2
4126702;70;14;25;24;30;42.9;5.9;6.4;5
4126801;199;56;35;37;63;31.7;5.6;6.9;5.1
4126900;100;19;32;19;24;24;6.9;7.6;5.4
4127007;173;58;53;56;105;60.7;6.1;6.9;5
4127106;1159;276;340;345;425;36.7;5.8;6.5;4.9
4127205;232;76;61;39;58;25;5.5;8.3;5.8
4127304;240;82;53;41;96;40;6.2;6.9;5.1
4127403;324;89;106;107;132;40.7;6.1;7.3;5.4
4127502;230;65;79;97;128;55.7;5.2;6.4;4.7
4127601;221;77;76;63;59;26.7;5.1;6.2;4.8
4127700;2381;573;700;645;704;29.6;6;6.9;5.4
4127809;181;44;83;40;83;45.9;6.1;6.6;4.7
4127858;203;57;69;60;104;51.2;5.5;6.8;4.3
4127882;99;31;37;38;45;45.5;5.2;5.9;4.8
4127908;160;41;66;57;57;35.6;5.1;7;4.5
4127957;161;34;67;43;42;26.1;6;6.9;5.3
4127965;281;90;101;87;103;36.7;6.1;7.4;5.3
4128005;425;110;144;108;136;32;6;7.8;5.2
4128104;1941;582;520;523;821;42.3;6.2;6.7;5.2
4128203;1046;258;319;354;155;14.8;6;6.6;5.2
4128302;46;15;11;11;15;32.6;5.2;7.6;4.6
4128401;184;39;64;70;43;23.4;5.9;6.4;5.4
4128500;316;95;103;67;121;38.3;6.2;7.3;5.3
4128534;144;49;35;43;48;33.3;5.8;6.1;5
4128559;164;40;65;58;67;40.9;5.1;6.8;5
4128609;167;49;82;33;94;56.3;5.8;7.3;5.3
4128625;64;21;18;22;24;37.5;6.6;6.2;5.2
4128633;78;30;34;32;42;53.8;4.6;6;4.5
4128658;65;19;17;25;29;44.6;7;7.4;5.7
4128708;135;37;37;42;29;21.5;5.5;7.5;4.9
4128807;140;31;47;31;61;43.6;6.3;7;4.2
4200051;97;22;21;14;62;63.9;4.1;6.5;4.4
4200101;335;120;96;72;169;50.4;4.8;6.2;3.7
4200200;164;37;38;32;51;31.1;5.7;6.6;4.4
4200309;123;28;31;37;52;42.3;5.2;;4.5
4200408;145;32;48;45;74;51;5;6.7;
4200507;135;54;49;31;75;55.6;5.2;5.6;4.2
4200556;61;21;17;17;40;65.6;5.1;7.5;4.2
4200606;104;26;43;40;62;59.6;5.2;6.6;4.3
4200705;178;71;41;31;120;67.4;4.7;6.5;
4200754;36;7;11;16;19;52.8;6.4;7.4;5.3
4200804;120;45;42;26;67;55.8;6;6.7;4.6
4200903;108;41;35;29;78;72.2;4.9;5.9;4.7
4201000;160;49;56;41;86;53.8;4.9;6.4;4.2
4201109;73;14;22;19;45;61.6;5.3;5.4;4.7
4201208;177;66;48;30;80;45.2;5.9;6.8;5.6
4201257;151;57;70;24;76;50.3;5.1;6.2;4
4201273;97;23;30;29;67;69.1;5.7;7.5;5
4201307;894;178;214;235;382;42.7;4.5;5.4;4.6
4201406;1157;438;411;269;736;63.6;5.4;6.5;4.8
4201505;253;82;51;47;181;71.5;5.1;6.4;4.5
4201604;53;14;15;13;25;47.2;5.2;;4.7
4201653;61;11;16;18;40;65.6;5.5;7.1;4.6
4201703;145;55;43;29;91;62.8;5.4;6.5;4.4
4201802;66;23;22;17;37;56.1;5.3;7.6;
4201901;158;37;53;32;104;65.8;5.5;6.7;4.9
4201950;229;61;67;53;125;54.6;4.6;6.1;4.5
4202008;1693;280;297;258;631;37.3;5;6;4
4202057;175;39;70;41;69;39.4;4;6;3.2
4202073;212;76;74;39;128;60.4;4.9;5.9;3.7
4202081;73;20;24;19;42;57.5;;;4.5
4202099;37;17;19;14;25;67.6;5.5;6.2;4.2
4202107;586;179;146;106;322;54.9;4.5;5.9;3.7
4202131;98;39;32;12;49;50;;;4.5
4202156;60;16;18;16;28;46.7;5.2;7.5;4.1
4202206;179;69;65;41;72;40.2;5.1;6.4;4.6
4202305;1093;333;311;233;619;56.6;4.9;6;4.3
4202404;6001;2025;1666;792;3078;51.3;5.4;6.6;4.2
4202438;103;35;29;14;59;57.3;5.2;6.2;3.6
4202453;454;111;127;81;252;55.5;4.9;6.1;4.5
4202503;106;44;37;14;75;70.8;4.8;5.9;3.8
4202537;75;21;22;17;65;86.7;4.9;6.3;4.5
4202578;56;14;19;19;34;60.7;5.7;7.4;5.3
4202602;177;38;43;33;86;48.6;4.9;5.9;4.8
4202701;108;44;31;25;72;66.7;5.2;6.5;5
4202800;543;200;164;120;356;65.6;4.6;5.9;3.8
4202859;88;27;29;17;35;39.8;5.9;6.3;4.6
4202875;88;27;30;14;70;79.5;5.3;5.9;4.8
4202909;1911;613;546;380;969;50.7;5.4;6.6;4.4
4203006;1278;480;393;250;698;54.6;5;6.2;4
4203105;121;35;26;38;74;61.2;5.5;6.4;4.7
4203154;91;23;29;23;72;79.1;5.1;6.2;4.2
4203204;1183;326;321;317;571;48.3;4.7;5.6;4.3
4203253;63;19;18;14;27;42.9;5;6.3;4.5
4203303;211;68;53;42;104;49.3;5.2;6.8;4.2
4203402;130;51;40;33;89;68.5;4.2;5.6;
4203501;243;50;53;78;138;56.8;5.1;6.7;3.9
4203600;603;207;200;101;402;66.7;5;6.4;4.6
4203709;275;79;61;42;95;34.5;5;6.6;4.8
4203808;1037;301;304;301;638;61.5;5.4;6.8;4.4
4203907;345;108;88;58;140;40.6;5.3;6.2;4.7
4203956;511;157;130;56;272;53.2;5;6.2;4
4204004;172;56;34;26;123;71.5;5.3;6.3;4.3
4204103;90;21;34;27;61;67.8;4.7;6.2;4.1
4204152;70;32;19;13;27;38.6;6;6.8;4.6
4204178;88;37;23;20;43;48.9;;4.7;3.5
4204194;57;11;19;13;35;61.4;5.4;6.3;4.8
4204202;3668;1381;1215;711;2909;79.3;5;6.4;4.4
4204251;324;86;73;33;190;58.6;5.6;6.6;4.4
4204301;1473;537;479;305;735;49.9;5.5;6.7;4.5
4204350;110;39;32;23;72;65.5;5;6.1;4.8
4204400;185;51;73;34;114;61.6;4.9;6.8;4.2
4204459;40;12;19;14;16;40;5.2;7;5.1
4204509;207;61;51;35;117;56.5;5.4;6.3;4.2
4204558;285;109;97;53;172;60.4;5.1;6;4.1
4204608;2680;931;822;689;1226;45.7;5.5;6.7;4.2
4204707;239;75;66;34;123;51.5;5.5;6.8;4.8
4204756;61;22;11;16;42;68.9;5.6;8;
4204806;654;186;202;147;389;59.5;4.9;6.3;4.2
4204905;135;42;45;41;73;54.1;5.2;6.2;4.3
4205001;275;122;85;56;188;68.4;5;6.6;4.3
4205100;113;35;33;29;75;66.4;5.8;6.6;4.6
4205159;49;13;16;13;30;61.2;5.4;6.1;4.8
4205175;82;23;33;27;49;59.8;4.9;6.1;3.3
4205191;62;17;19;25;31;50;5.5;;
4205209;76;18;26;17;44;57.9;;6.7;4.7
4205308;202;62;73;40;106;52.5;5.2;6.6;4.1
4205357;50;18;13;18;27;54;4.9;6.7;5.3
4205407;5503;1619;1379;1225;3418;62.1;5.1;6.2;3.7
4205431;45;11;15;12;19;42.2;5.3;7.9;5.1
4205456;521;166;138;83;219;42;4.9;7.1;4.2
4205506;635;196;151;129;272;42.8;5.7;7.1;4.8
4205555;62;20;21;15;22;35.5;5.1;6.5;4.6
4205605;68;20;22;20;27;39.7;4.8;7.3;4.6
4205704;530;152;107;112;301;56.8;4.7;6.8;4.5
4205803;265;80;55;45;73;27.5;4.3;6.3;4.1
4205902;921;322;268;227;264;28.7;5.1;6.5;4.2
4206009;287;89;69;50;208;72.5;5.6;7;4.6
4206108;142;48;36;22;79;55.6;4.9;6.5;
4206207;255;65;78;50;169;66.3;5;6.1;4.5
4206306;374;126;82;61;155;41.4;5.5;6.6;4.1
4206405;204;54;63;40;140;68.6;5.9;6.7;4.5
4206504;738;251;183;164;345;46.7;5.3;7;4.2
4206603;100;23;39;18;27;27;;6.7;4.5
4206652;148;44;52;29;77;52;4.8;5.9;3.8
4206702;282;88;62;40;146;51.8;4.6;6.3;4.1
4206751;43;11;15;14;21;48.8;5.5;6.4;4.4
4206801;44;10;17;13;23;52.3;4.9;6.6;
4206900;354;79;73;94;194;54.8;5.4;6.1;5
4207007;970;354;283;209;663;68.4;5.8;7;4.3
4207106;279;83;83;59;149;53.4;5.1;5.9;3.7
4207205;242;88;86;67;189;78.1;5.1;5.8;4.3
4207304;948;304;272;170;599;63.2;5;6.4;4
4207403;106;19;28;26;67;63.2;4.6;6.6;4.4
4207502;1111;372;331;206;532;47.9;5.8;6.9;4.2
4207577;70;26;18;16;26;37.1;5.7;6.8;4.9
4207601;117;35;32;20;73;62.4;5.8;6.9;5
4207650;159;52;52;55;104;65.4;6.2;7.3;5.1
4207684;210;82;88;51;160;76.2;5.2;7;3.4
4207700;148;47;65;37;87;58.8;5.6;6.5;4.6
4207759;114;45;41;17;79;69.3;5.8;7.1;5.3
4207809;200;52;49;34;83;41.5;5;6.3;4.4
4207858;53;17;13;18;20;37.7;5.8;6.7;
4207908;125;50;41;32;47;37.6;5.5;7;4.3
4208005;149;46;39;23;76;51;5.8;6.8;5.2
4208104;480;183;205;87;258;53.8;5.1;6;4.5
4208203;3297;903;864;702;1627;49.3;5;6;3.7
4208302;1043;340;279;148;521;50;5.2;6.4;4
4208401;321;118;123;79;172;53.6;5.7;7.2;5.2
4208450;389;120;111;63;246;63.2;5;6.1;4.1
4208500;527;186;159;112;298;56.5;5.2;6.7;4.5
4208609;59;17;23;17;35;59.3;5.4;6.7;4.7
4208708;193;59;60;40;146;75.6;5.2;6.7;4
4208807;392;134;126;74;289;73.7;5;5.9;4.1
4208906;2311;702;698;582;1324;57.3;6;7.2;4.8
4208955;46;9;16;17;23;50;4.8;7.1;4.6
4209003;446;113;123;59;198;44.4;5.6;6;4.2
4209102;5589;1677;1765;1492;2580;46.2;5.8;7;4.4
4209151;176;48;73;55;127;72.2;4.9;5.8;4
4209177;43;13;18;11;20;46.5;5.1;6.6;3.8
4209201;48;8;14;13;21;43.8;5.9;6.9;
4209300;2951;810;876;671;1915;64.9;4.8;5.8;4.2
4209409;964;256;319;192;698;72.4;5.1;5.8;4.3
4209458;53;11;14;18;25;47.2;5.3;7;5.1
4209508;156;29;38;33;81;51.9;5.3;6.4;4.3
4209607;282;87;89;52;190;67.4;5.1;6.4;4.2
4209706;238;77;94;72;165;69.3;4.3;6.6;3.5
4209805;83;12;37;21;48;57.8;5.3;6.2;4.7
4209854;62;14;22;22;32;51.6;5.6;8;4.9
4209904;223;49;55;33;85;38.1;4.2;6;
4210001;260;108;78;47;170;65.4;5.4;6.4;4.6
4210035;144;27;32;63;49;34;6.1;7;5.6
4210050;38;14;20;10;26;68.4;5.4;6.6;
4210100;1055;328;324;240;625;59.2;5.5;6.6;4.7
4210209;73;26;28;26;49;67.1;5;7.1;5
4210308;126;37;43;39;91;72.2;5.4;6.6;4.4
4210407;122;42;35;28;70;57.4;5.3;6.7;4
4210506;519;168;146;80;349;67.2;5.6;6.9;4.9
4210555;43;13;15;12;21;48.8;;7.4;
4210605;300;98;82;57;135;45;5.8;6.7;4.7
4210704;62;14;20;20;40;64.5;4.5;6.7;
4210803;105;27;31;31;71;67.6;5.4;5.6;4.9
4210852;68;22;19;13;29;42.6;5.2;;4.3
4210902;122;26;17;32;92;75.4;5.4;6.8;4.9
4211009;150;48;62;26;78;52;5.9;6.5;4.7
4211058;131;45;33;24;48;36.6;4.8;5.6;
4211108;225;77;81;45;200;88.9;4.9;6.6;4.5
4211207;309;85;87;67;200;64.7;5.6;7;4.3
4211256;56;23;23;14;34;60.7;4.7;6.1;4.9
4211306;1547;430;387;283;709;45.8;4.8;5.8;4.1
4211405;67;17;20;19;34;50.7;5.1;6.9;4.4
4211454;70;19;25;21;40;57.1;4.7;6.6;4.7
4211504;189;70;46;29;83;43.9;4.7;6.4;4.3
4211603;229;80;80;59;141;61.6;5.5;7.1;4.9
4211652;52;17;16;24;23;44.2;4.9;7.5;4
4211702;318;115;100;40;204;64.2;5.3;6.6;3.9
4211751;385;117;99;77;230;59.7;5.1;6.7;4
4211801;138;41;36;35;76;55.1;5.2;6.7;5
4211850;49;12;21;13;28;57.1;4.9;6.4;4.2
4211876;36;10;14;13;28;77.8;5.7;;5
4211892;72;26;22;19;34;47.2;4.2;4.8;3.6
4211900;3144;1028;920;637;2026;64.4;5;6;4.2
4212007;127;29;44;46;71;55.9;5.4;6.9;4.7
4212056;72;17;28;17;31;43.1;4.5;6.3;4.3
4212106;341;115;116;73;197;57.8;4.9;6.8;4.9
4212205;326;96;111;83;238;73;5.1;6.6;4.4
4212239;76;28;27;22;42;55.3;5.8;;4.7
4212254;155;52;38;24;106;68.4;5.3;6.2;4.8
4212270;102;33;46;21;67;65.7;5.2;6.7;4.6
4212304;189;65;56;38;133;70.4;5;6.6;4
4212403;92;25;31;21;64;69.6;5.4;7;
4212502;638;184;172;148;272;42.6;4.6;6.3;4.1
4212601;55;9;20;18;33;60;5.8;7.5;5.1
4212650;190;55;57;47;120;63.2;;;4.1
4212700;142;28;43;39;107;75.4;5.2;5.9;4.3
4212809;383;116;99;63;89;23.2;5.1;6.4;
4212908;313;101;82;56;185;59.1;5.2;6.7;4.6
4213005;71;17;15;23;31;43.7;5.2;6.3;4.8
4213104;159;67;30;23;66;41.5;5.9;7.5;4.7
4213153;58;17;14;16;34;58.6;4.4;6.4;4.4
4213203;464;155;122;89;141;30.4;6.1;7.2;4.7
4213302;102;26;35;38;60;58.8;4.4;5.5;4.2
4213351;78;24;22;22;35;44.9;4.6;6.1;4.1
4213401;198;60;57;44;90;45.5;4.6;6.1;3.7
4213500;442;114;111;54;134;30.3;4.9;6;
4213609;628;217;194;192;278;44.3;5.1;6.4;4.2
4213708;325;115;112;67;204;62.8;5.1;6.4;4.1
4213807;185;50;63;32;151;81.6;5.2;6.6;4.5
4213906;45;8;11;12;31;68.9;5.9;7.1;4.9
4214003;323;101;105;62;178;55.1;5.2;6.5;4.2
4214102;46;12;14;12;25;54.3;5.2;6.9;4.5
4214151;65;13;20;19;36;55.4;5.9;6.8;5.2
4214201;163;32;60;38;80;49.1;5.2;6.9;4.2
4214300;78;31;32;17;39;50;4.9;6.7;4.9
4214409;93;31;25;16;54;58.1;5.1;6.1;3.6
4214508;127;38;48;29;87;68.5;4.8;6;4.2
4214607;126;34;38;26;57;45.2;5.1;6.3;4.3
4214706;127;33;46;32;85;66.9;5.2;;4.8
4214805;1007;267;298;287;386;38.3;4.9;5.9;4.4
4214904;118;17;26;38;80;67.8;5.4;7.1;5.1
4215000;682;210;166;110;227;33.3;5.2;6.6;3.9
4215059;71;22;15;16;52;73.2;5.5;;4.2
4215075;106;27;32;34;68;64.2;5.9;6.8;4.7
4215109;239;87;40;43;156;65.3;5.1;6.1;4.3
4215208;93;30;38;17;75;80.6;5;6.3;5.5
4215307;164;44;48;34;118;72;5.2;7;4.3
